ID,BLEU,ROUGE-1,ROUGE-2,ROUGE-L,METEOR,CER,WER
2990,10.51,27.78,11.86,28.33,25.45,31.12,71.67
11249,2.88,21.18,6.82,20.0,17.35,48.44,86.36
6881,1.98,30.17,5.08,25.21,17.72,37.86,87.61
24951,2.26,30.46,7.65,28.11,22.53,36.19,73.12
14844,1.41,24.72,4.17,24.49,17.99,36.76,82.98
5205,1.25,15.15,2.53,14.81,10.63,53.28,90.0
6202,1.41,21.98,4.17,22.45,16.04,48.28,78.0
3815,1.15,33.08,3.85,27.85,19.95,42.48,77.92
5113,1.29,23.68,2.33,20.45,13.27,42.86,81.82
25379,3.88,32.69,13.68,31.93,29.84,42.07,77.19
13223,9.66,33.33,11.65,32.38,28.21,41.92,71.15
13924,3.31,14.19,4.35,11.83,10.39,55.6,91.3
2011,1.71,29.89,9.9,25.24,23.2,43.17,85.71
16188,1.09,22.05,3.66,26.51,17.8,37.88,75.0
25483,1.04,24.18,3.17,18.75,14.21,40.88,96.61
12363,3.37,36.84,7.06,32.18,24.16,37.22,68.18
10665,2.31,21.85,7.09,19.58,16.88,42.68,84.72
11481,2.06,27.03,9.88,28.92,24.87,36.71,75.61
5998,2.13,26.67,4.17,26.03,18.46,42.68,80.56
5180,6.33,23.91,8.25,24.24,21.16,44.92,83.33
12726,19.13,38.0,20.31,44.62,44.12,32.99,60.32
10523,2.36,18.52,6.99,23.45,19.01,48.02,82.43
24268,14.48,47.73,18.52,43.64,39.31,30.42,58.18
12465,3.37,36.96,11.11,34.55,28.6,39.31,67.86
16363,9.86,30.59,12.0,33.33,28.37,31.34,67.31
11195,9.55,35.85,13.85,30.3,27.78,42.39,71.21
11189,0.91,18.44,3.33,17.58,11.95,50.61,84.04
7285,1.22,31.25,3.17,26.56,17.44,33.76,79.69
6878,2.33,22.9,6.54,24.52,20.26,42.12,78.21
24896,5.9,44.74,18.67,44.16,39.25,26.29,58.97
6998,1.06,18.18,1.96,15.38,11.41,50.75,92.16
7057,18.76,38.99,21.32,42.21,41.15,40.24,65.98
4962,6.06,28.95,7.62,29.91,24.9,39.93,82.0
12051,1.81,35.16,8.16,32.0,24.85,35.93,68.63
18788,2.81,31.48,9.16,28.57,23.85,30.75,71.64
23711,18.75,51.61,26.94,54.36,51.79,27.22,48.96
22104,1.53,19.72,3.08,16.24,12.59,42.22,89.69
7598,2.1,30.0,10.53,33.33,29.63,34.91,83.33
14781,14.23,41.9,16.13,41.27,36.0,31.49,59.38
14381,1.79,29.27,9.09,26.67,24.0,37.66,85.71
13248,4.5,34.41,14.55,33.93,33.87,30.74,82.35
1212,6.93,31.71,10.42,30.61,27.42,34.44,82.61
4604,0.94,23.42,1.5,23.7,13.69,44.57,78.26
4048,17.44,44.21,25.49,42.31,40.86,24.07,57.69
15830,1.29,12.82,2.11,14.43,11.9,43.41,87.5
12092,0.57,24.18,0.0,21.62,11.56,44.44,94.12
4308,2.79,37.93,8.76,35.97,28.91,35.31,71.64
21902,2.98,25.0,9.09,22.22,21.34,47.58,95.12
7179,13.54,46.26,19.89,42.62,39.98,26.01,75.9
7638,1.6,22.22,6.32,22.68,16.61,42.96,81.25
7250,1.17,21.49,4.62,19.7,15.79,41.39,88.89
6013,1.23,21.36,3.12,24.62,17.17,39.3,76.81
17296,1.36,21.18,4.26,22.92,17.83,42.09,93.18
8152,3.5,30.09,9.52,29.69,23.75,41.55,75.0
8296,3.5,28.57,7.79,27.85,22.27,30.0,80.0
23722,6.97,29.09,10.29,33.33,28.06,39.55,67.61
551,8.32,33.33,14.74,32.99,31.28,41.38,86.36
22516,1.01,26.19,1.71,21.85,13.53,48.31,82.76
23993,7.01,35.29,12.37,30.3,26.45,43.87,75.93
11962,1.15,17.2,3.74,16.51,11.29,50.34,96.08
17284,0.87,21.78,1.47,20.29,13.53,49.34,90.77
16909,1.54,19.67,2.99,20.29,14.06,56.63,85.29
15635,9.47,39.44,11.54,30.19,31.22,45.96,109.3
13515,6.08,37.89,12.07,30.51,27.77,45.55,96.08
24636,1.66,24.39,6.74,21.98,18.05,48.94,80.43
7044,4.31,32.43,13.45,29.75,25.51,39.13,75.0
18862,0.89,16.16,1.71,16.81,11.53,43.32,101.85
20516,3.08,21.54,9.88,19.28,19.38,60.78,97.37
6606,2.41,23.01,7.46,20.59,18.07,33.42,83.58
8124,4.21,31.46,13.56,33.33,31.41,37.78,80.36
1830,2.37,16.39,4.35,17.02,13.9,37.79,93.33
12731,1.27,27.45,3.6,26.55,18.84,33.77,90.57
14022,15.48,44.83,19.72,41.1,39.7,25.22,75.76
17641,5.4,30.0,8.89,29.67,24.5,35.7,78.16
12330,9.29,33.33,14.74,37.11,32.61,38.3,65.31
25642,2.71,28.99,7.27,26.35,20.56,46.93,82.93
7875,2.01,32.88,7.79,30.38,24.22,41.2,74.36
18083,8.43,26.19,13.79,26.97,26.47,39.22,85.71
16443,0.43,7.69,0.0,6.12,3.46,45.0,126.19
1739,0.69,14.71,0.0,10.39,6.3,57.62,97.5
11409,1.91,24.64,6.19,20.41,17.05,39.26,81.44
5344,14.3,38.38,18.18,39.29,35.74,30.42,63.64
14188,7.64,37.78,12.63,35.05,31.61,40.39,76.09
13995,0.76,20.29,0.0,19.51,9.76,40.81,82.93
17047,6.15,42.86,21.05,45.36,42.18,25.8,55.1
7588,18.59,45.78,26.0,49.02,48.45,27.95,57.14
12934,4.58,38.2,11.32,35.19,31.15,37.09,69.81
6610,2.9,39.18,6.84,36.97,27.4,33.45,67.24
20376,16.63,44.0,20.75,40.74,38.19,28.62,61.11
18708,2.83,16.0,7.14,16.28,15.04,40.48,88.1
4829,5.0,28.35,10.71,23.53,23.91,34.87,108.33
19347,1.24,19.18,2.44,16.67,11.64,59.46,92.68
17567,16.59,44.27,18.99,36.46,34.2,36.18,72.41
8290,2.7,30.08,8.45,30.56,23.51,38.46,72.22
14742,9.38,23.81,11.11,21.74,21.6,40.16,78.72
19835,0.69,20.51,0.0,17.78,8.89,38.93,84.44
20973,4.33,30.59,11.88,31.07,28.84,28.19,81.25
23508,0.49,11.76,0.0,10.81,5.61,41.16,98.11
22995,7.26,32.73,12.4,30.53,27.07,25.81,71.21
2718,2.07,20.56,3.17,23.44,16.01,30.42,79.37
7482,8.1,25.58,10.91,26.79,23.16,32.95,90.2
11923,0.86,12.2,1.94,9.52,6.73,46.26,91.07
24906,1.14,13.19,3.77,11.11,10.76,53.97,100.0
19870,1.83,23.38,7.23,25.88,20.71,35.0,79.07
19958,3.26,36.96,11.43,42.25,38.63,25.84,68.66
21651,2.02,21.33,10.13,24.69,18.19,40.87,78.05
20446,12.57,42.42,18.18,39.29,36.1,22.58,60.71
4807,0.46,11.76,0.0,9.52,5.29,51.82,117.39
11927,8.31,39.51,11.49,38.2,31.2,29.57,62.22
20483,1.31,21.05,5.56,18.18,15.75,57.84,92.31
2460,2.44,41.38,7.78,36.26,26.0,32.92,66.67
16583,1.2,22.78,2.27,20.0,13.46,52.19,90.7
14996,14.3,34.78,18.87,37.04,36.34,28.27,72.55
19705,1.46,23.19,2.63,23.08,14.97,41.3,79.49
22556,1.11,17.14,2.44,16.67,12.89,40.0,113.89
6830,1.81,21.74,4.76,18.82,14.31,43.0,82.02
8059,11.7,32.73,16.67,31.34,31.53,41.32,82.26
1334,3.21,30.0,9.8,28.85,24.96,38.81,74.51
21276,2.06,20.87,4.68,17.34,14.67,44.34,96.3
13428,0.73,16.95,0.0,13.33,6.74,42.73,91.89
3450,8.14,29.21,13.08,29.36,28.19,35.43,82.35
16065,0.99,26.45,3.24,27.81,18.58,48.37,76.92
21463,0.81,18.18,2.45,16.97,12.67,40.25,104.05
19967,3.16,30.65,10.39,32.05,26.21,31.21,70.37
20665,6.57,26.19,8.99,24.18,20.17,46.99,77.08
6888,9.32,36.78,11.65,30.48,29.2,37.97,89.36
6520,1.37,32.35,6.54,30.97,21.89,40.19,70.51
11257,3.56,32.14,9.6,33.07,29.47,38.34,76.67
6586,10.48,35.05,16.0,36.22,33.16,44.52,66.67
24997,1.75,34.78,9.09,33.93,27.94,41.95,75.93
6293,3.67,26.87,11.9,30.23,24.25,38.43,78.05
2703,4.63,32.17,8.09,27.43,23.98,32.65,90.12
4193,3.91,30.59,13.79,31.46,27.53,42.0,75.0
15569,26.64,43.59,25.0,41.46,40.02,31.36,60.98
26001,3.37,32.91,7.32,33.33,26.25,47.28,77.5
